ID,volume,first_index,final_index
811,247.7,2187,2206
811,272.7,2207,2226
811,244.6,2227,2248
811,193.7,2249,2265
811,231.9,2266,2285
811,167.3,2286,2307
811,110.1,2308,2327
811,172.5,2328,2348
811,311.4,2349,2368
811,298.3,2369,2388
811,317.4,2389,2405
811,278.1,2406,2424
767,214.2,2425,2443
767,182.6,2444,2463
767,186.7,2464,2487
767,220.8,2488,2507
814,276.9,2508,2535
814,288.5,2536,2561
814,209.6,2562,2581
814,174.5,2582,2602
814,242.6,2603,2623
814,168.3,2624,2644
814,234.5,2645,2665
814,182.4,2666,2684
858,90.0,2685,2687
858,61.0,2688,2691
858,152.0,2692,2701
858,159.2,2702,2720
858,120.0,2721,2730
858,126.3,2731,2742
858,63.3,2743,2749
858,108.8,2750,2758
858,105.5,2759,2767
858,142.5,2768,2779
858,78.4,2780,2788
858,118.3,2789,2797
858,145.7,2798,2807
880,328.7,2808,2824
880,370.7,2825,2847
880,258.4,2848,2868
880,332.1,2869,2893
1079,310.4,2894,2910
1079,215.3,2911,2924
1079,269.1,2925,2938
1079,389.8,2939,2952
1079,316.6,2953,2964
1079,178.4,2965,2978
1079,227.4,2979,2995
1079,108.9,2996,3011
1079,345.5,3012,3029
1079,176.3,3030,3044
1079,134.7,3045,3062
1079,308.9,3063,3074
1079,276.2,3075,3088
1079,249.0,3089,3101
1079,229.6,3102,3112
1079,133.3,3113,3124
1079,153.6,3125,3134
1079,170.4,3135,3146
1079,139.0,3147,3155
1065,154.4,3156,3184
1065,245.9,3185,3214
1065,140.5,3215,3243
1065,268.8,3244,3273
1065,197.1,3274,3301
1065,258.9,3302,3334
1065,245.3,3335,3362
1065,163.5,3363,3390
1065,342.7,3391,3420
1071,68.5,3421,3448
1071,150.0,3449,3476
1071,251.8,3477,3504
1071,296.2,3505,3532
1071,329.3,3533,3560
872,315.1,3561,3588
872,180.1,3589,3612
872,208.5,3613,3633
872,141.1,3634,3653
872,166.1,3654,3673
872,91.9,3674,3693
872,137.0,3694,3711
872,197.5,3712,3732
875,151.0,3733,3739
875,303.5,3740,3749
875,260.0,3750,3759
875,108.0,3760,3764
875,237.5,3765,3774
875,264.2,3775,3784
875,250.6,3785,3794
875,241.5,3795,3804
875,250.8,3805,3814
875,255.2,3815,3824
875,235.4,3825,3833
875,221.6,3834,3842
875,229.7,3843,3850
875,156.1,3851,3857
1093,218.6,3858,3882
1093,177.6,3883,3902
1093,103.4,3903,3922
1093,164.0,3923,3944
1093,133.7,3945,3975
1093,160.5,3976,3997
1093,192.1,3998,4017
1093,94.3,4018,4038
1093,255.6,4039,4068
878,238.9,4069,4082
878,242.7,4083,4096
878,209.2,4097,4110
878,230.1,4111,4122
878,177.3,4123,4136
878,230.2,4137,4149
878,270.9,4150,4163
878,129.9,4164,4177
878,221.0,4178,4189
878,208.5,4190,4203
878,202.0,4204,4218
1096,119.4,4219,4232
1096,70.6,4233,4244
1096,53.1,4245,4259
1096,117.4,4260,4274
1096,165.4,4275,4291
836,164.4,4292,4302
836,140.0,4303,4311
836,108.5,4312,4319
836,199.1,4320,4329
836,284.5,4330,4339
836,202.8,4340,4349
879,120.1,4350,4365
879,223.1,4366,4383
879,253.2,4384,4400
879,244.5,4401,4416
879,221.7,4417,4429
